,date,time,kidmap,AR_CAT
0,1979-12-01,1979-12-01 12:00:00,2864.0,2
1,1979-12-01,1979-12-01 12:00:00,2861.0,2
2,1979-12-01,1979-12-01 18:00:00,2864.0,2
3,1979-12-01,1979-12-01 18:00:00,2861.0,2
4,1979-12-02,1979-12-02 00:00:00,2861.0,1
5,1979-12-02,1979-12-02 06:00:00,2861.0,1
6,1979-12-02,1979-12-02 12:00:00,2861.0,1
7,1979-12-08,1979-12-08 06:00:00,2871.0,2
8,1979-12-08,1979-12-08 12:00:00,2871.0,2
9,1979-12-08,1979-12-08 18:00:00,2871.0,2
10,1979-12-09,1979-12-09 06:00:00,2871.0,1
11,1979-12-09,1979-12-09 12:00:00,2871.0,1
12,1979-12-16,1979-12-16 12:00:00,2975.0,1
13,1979-12-16,1979-12-16 18:00:00,2975.0,1
14,1979-12-17,1979-12-17 00:00:00,2975.0,3
15,1979-12-21,1979-12-21 00:00:00,2988.0,1
16,1979-12-21,1979-12-21 06:00:00,2988.0,1
17,1979-12-21,1979-12-21 12:00:00,2988.0,1
18,1979-12-21,1979-12-21 18:00:00,2988.0,1
19,1979-12-22,1979-12-22 00:00:00,2988.0,1
20,1979-12-22,1979-12-22 06:00:00,2988.0,1
21,1979-12-24,1979-12-24 06:00:00,3026.0,1
22,1979-12-24,1979-12-24 18:00:00,3033.0,1
23,1979-12-25,1979-12-25 00:00:00,3033.0,3
24,1979-12-25,1979-12-25 06:00:00,3033.0,3
25,1979-12-27,1979-12-27 00:00:00,3038.0,2
26,1979-12-27,1979-12-27 06:00:00,3038.0,2
27,1979-12-27,1979-12-27 12:00:00,3038.0,2
28,1979-12-27,1979-12-27 18:00:00,3038.0,2
29,1979-12-28,1979-12-28 00:00:00,3038.0,1
30,1979-12-28,1979-12-28 06:00:00,3038.0,1
31,1979-12-28,1979-12-28 12:00:00,3038.0,1
32,1979-12-30,1979-12-30 12:00:00,3065.0,1
33,1979-12-30,1979-12-30 18:00:00,3065.0,1
34,1980-01-07,1980-01-07 18:00:00,3137.0,1
35,1980-01-14,1980-01-14 12:00:00,3197.0,2
36,1980-01-15,1980-01-15 00:00:00,3204.0,1
37,1980-01-17,1980-01-17 18:00:00,3223.0,1
38,1980-01-18,1980-01-18 00:00:00,3223.0,1
39,1980-01-18,1980-01-18 06:00:00,3223.0,1
40,1980-01-22,1980-01-22 06:00:00,3253.0,2
41,1980-01-22,1980-01-22 12:00:00,3253.0,2
42,1980-01-22,1980-01-22 18:00:00,3253.0,2
43,1980-01-23,1980-01-23 00:00:00,3253.0,2
44,1980-01-23,1980-01-23 06:00:00,3264.0,2
45,1980-01-23,1980-01-23 12:00:00,3253.0,2
46,1980-01-23,1980-01-23 18:00:00,3253.0,2
47,1980-01-24,1980-01-24 00:00:00,3253.0,1
48,1980-01-24,1980-01-24 06:00:00,3253.0,1
49,1980-01-24,1980-01-24 12:00:00,3253.0,1
50,1980-01-24,1980-01-24 18:00:00,3253.0,1
51,1980-01-25,1980-01-25 12:00:00,3281.0,1
52,1980-02-02,1980-02-02 06:00:00,3347.0,3
53,1980-02-03,1980-02-03 12:00:00,3356.0,3
54,1980-02-03,1980-02-03 18:00:00,3356.0,3
55,1980-02-04,1980-02-04 12:00:00,3366.0,3
56,1980-02-04,1980-02-04 18:00:00,3366.0,3
57,1980-02-05,1980-02-05 06:00:00,3376.0,3
58,1980-02-05,1980-02-05 12:00:00,3376.0,3
59,1980-02-10,1980-02-10 12:00:00,3401.0,2
60,1980-02-10,1980-02-10 18:00:00,3401.0,2
61,1980-02-11,1980-02-11 00:00:00,3401.0,2
62,1980-02-11,1980-02-11 12:00:00,3401.0,2
63,1980-02-11,1980-02-11 18:00:00,3401.0,2
64,1980-02-12,1980-02-12 00:00:00,3401.0,1
65,1980-02-12,1980-02-12 06:00:00,3401.0,1
66,1980-02-12,1980-02-12 12:00:00,3401.0,1
67,1980-02-12,1980-02-12 18:00:00,3401.0,1
68,1980-02-13,1980-02-13 00:00:00,3401.0,3
69,1980-02-13,1980-02-13 06:00:00,3401.0,3
70,1980-02-13,1980-02-13 12:00:00,3401.0,3
71,1980-02-13,1980-02-13 18:00:00,3401.0,3
72,1980-02-14,1980-02-14 00:00:00,3401.0,3
73,1980-02-14,1980-02-14 06:00:00,3401.0,3
74,1980-02-14,1980-02-14 12:00:00,3401.0,3
75,1980-02-14,1980-02-14 18:00:00,3401.0,3
76,1980-02-17,1980-02-17 18:00:00,3465.0,2
77,1980-02-18,1980-02-18 00:00:00,3465.0,1
78,1980-02-18,1980-02-18 06:00:00,3465.0,1
79,1980-02-18,1980-02-18 12:00:00,3465.0,1
80,1980-02-18,1980-02-18 18:00:00,3465.0,1
81,1980-02-19,1980-02-19 00:00:00,3465.0,1
82,1980-02-19,1980-02-19 06:00:00,3465.0,1
83,1980-02-20,1980-02-20 06:00:00,3486.0,2
84,1980-02-20,1980-02-20 12:00:00,3486.0,2
85,1980-02-20,1980-02-20 18:00:00,3486.0,2
86,1980-02-21,1980-02-21 00:00:00,3486.0,1
87,1980-02-21,1980-02-21 06:00:00,3486.0,1
88,1980-02-21,1980-02-21 12:00:00,3486.0,1
89,1980-02-25,1980-02-25 00:00:00,3540.0,2
90,1980-02-25,1980-02-25 06:00:00,3540.0,2
91,1980-02-25,1980-02-25 12:00:00,3540.0,2
92,1980-02-25,1980-02-25 18:00:00,3540.0,2
93,1980-02-26,1980-02-26 00:00:00,3540.0,1
94,1980-02-26,1980-02-26 06:00:00,3540.0,1
95,1980-02-26,1980-02-26 12:00:00,3540.0,1
96,1980-02-26,1980-02-26 18:00:00,3540.0,1
97,1980-03-01,1980-03-01 00:00:00,3579.0,2
98,1980-03-01,1980-03-01 06:00:00,3580.0,2
99,1980-03-01,1980-03-01 06:00:00,3579.0,2
100,1980-03-01,1980-03-01 12:00:00,3580.0,2
101,1980-03-01,1980-03-01 12:00:00,3579.0,2
102,1980-03-01,1980-03-01 18:00:00,3580.0,2
103,1980-03-01,1980-03-01 18:00:00,3579.0,2
104,1980-03-02,1980-03-02 00:00:00,3580.0,2
105,1980-03-02,1980-03-02 00:00:00,3579.0,2
106,1980-03-02,1980-03-02 06:00:00,3580.0,2
107,1980-03-02,1980-03-02 06:00:00,3579.0,2
108,1980-03-02,1980-03-02 12:00:00,3579.0,2
109,1980-03-02,1980-03-02 12:00:00,3580.0,2
110,1980-03-02,1980-03-02 18:00:00,3579.0,2
111,1980-03-03,1980-03-03 00:00:00,3579.0,1
112,1980-03-03,1980-03-03 06:00:00,3579.0,1
113,1980-03-03,1980-03-03 12:00:00,3579.0,1
114,1980-03-03,1980-03-03 18:00:00,3579.0,1
115,1980-03-04,1980-03-04 00:00:00,3579.0,1
116,1980-03-05,1980-03-05 06:00:00,3603.0,1
117,1980-03-05,1980-03-05 12:00:00,3603.0,1
118,1980-03-05,1980-03-05 18:00:00,3603.0,1
119,1980-03-07,1980-03-07 00:00:00,3591.0,3
120,1980-03-07,1980-03-07 12:00:00,3591.0,3
121,1980-03-09,1980-03-09 12:00:00,3641.0,3
122,1980-03-13,1980-03-13 12:00:00,3668.0,2
123,1980-03-13,1980-03-13 18:00:00,3668.0,2
124,1980-03-14,1980-03-14 12:00:00,3677.0,2
125,1980-03-16,1980-03-16 12:00:00,3695.0,3
126,1980-03-17,1980-03-17 06:00:00,3708.0,3
127,1980-03-17,1980-03-17 12:00:00,3708.0,3
128,1980-03-19,1980-03-19 06:00:00,3719.0,2
129,1980-03-19,1980-03-19 12:00:00,3719.0,2
130,1980-03-19,1980-03-19 18:00:00,3719.0,2
131,1980-03-20,1980-03-20 00:00:00,3719.0,1
132,1980-03-20,1980-03-20 06:00:00,3719.0,1
133,1980-03-20,1980-03-20 12:00:00,3719.0,1
134,1980-03-20,1980-03-20 18:00:00,3719.0,1
135,1980-03-21,1980-03-21 00:00:00,3719.0,3
136,1980-03-25,1980-03-25 06:00:00,3775.0,3
137,1980-03-27,1980-03-27 06:00:00,3791.0,3
138,1980-03-27,1980-03-27 12:00:00,3791.0,3
139,1980-03-27,1980-03-27 18:00:00,3791.0,3
140,1980-03-28,1980-03-28 00:00:00,3791.0,3
141,1980-03-28,1980-03-28 06:00:00,3800.0,3
142,1980-03-30,1980-03-30 06:00:00,3816.0,3
143,1980-03-30,1980-03-30 12:00:00,3816.0,3
144,1980-03-30,1980-03-30 12:00:00,3799.0,3
145,1980-03-30,1980-03-30 18:00:00,3813.0,3
146,1980-04-03,1980-04-03 12:00:00,3831.0,3
147,1980-04-03,1980-04-03 18:00:00,3831.0,3
148,1980-04-04,1980-04-04 00:00:00,3831.0,2
149,1980-04-04,1980-04-04 06:00:00,3845.0,2
150,1980-04-04,1980-04-04 06:00:00,3831.0,2
151,1980-04-04,1980-04-04 12:00:00,3831.0,2
152,1980-04-04,1980-04-04 18:00:00,3831.0,2
153,1980-04-05,1980-04-05 00:00:00,3831.0,3
154,1980-04-05,1980-04-05 06:00:00,3831.0,3
155,1980-04-05,1980-04-05 12:00:00,3831.0,3
156,1980-04-07,1980-04-07 06:00:00,3871.0,3
157,1980-04-10,1980-04-10 06:00:00,3893.0,3
158,1980-04-16,1980-04-16 00:00:00,3919.0,2
159,1980-04-16,1980-04-16 06:00:00,3919.0,2
160,1980-04-16,1980-04-16 12:00:00,3919.0,2
161,1980-04-16,1980-04-16 18:00:00,3919.0,2
162,1980-04-17,1980-04-17 00:00:00,3919.0,2
163,1980-04-17,1980-04-17 06:00:00,3919.0,2
164,1980-04-17,1980-04-17 12:00:00,3919.0,2
165,1980-04-17,1980-04-17 18:00:00,3919.0,2
166,1980-04-18,1980-04-18 06:00:00,3948.0,3
167,1980-04-23,1980-04-23 06:00:00,3995.0,3
168,1980-04-23,1980-04-23 12:00:00,3995.0,3
169,1980-04-23,1980-04-23 18:00:00,3995.0,3
170,1980-04-24,1980-04-24 00:00:00,3995.0,3
171,1980-04-24,1980-04-24 12:00:00,4010.0,3
172,1980-04-27,1980-04-27 12:00:00,4034.0,3
173,1980-04-28,1980-04-28 00:00:00,4038.0,3
174,1980-04-28,1980-04-28 06:00:00,4037.0,3
175,1980-04-28,1980-04-28 06:00:00,4038.0,3
176,1980-04-29,1980-04-29 12:00:00,4046.0,2
177,1980-04-29,1980-04-29 18:00:00,4057.0,2
178,1980-05-08,1980-05-08 00:00:00,4124.0,3
179,1980-05-08,1980-05-08 06:00:00,4124.0,3
180,1980-05-08,1980-05-08 12:00:00,4124.0,3
181,1980-05-11,1980-05-11 00:00:00,4153.0,3
182,1980-05-11,1980-05-11 06:00:00,4153.0,3
183,1980-05-31,1980-05-31 06:00:00,4344.0,3
184,1980-05-31,1980-05-31 12:00:00,4354.0,3
185,1980-12-10,1980-12-10 18:00:00,6121.0,3
186,1980-12-11,1980-12-11 06:00:00,6121.0,2
187,1980-12-11,1980-12-11 12:00:00,6121.0,2
188,1980-12-11,1980-12-11 18:00:00,6125.0,2
189,1980-12-12,1980-12-12 06:00:00,6125.0,2
190,1980-12-12,1980-12-12 12:00:00,6125.0,2
191,1980-12-12,1980-12-12 18:00:00,6125.0,2
192,1980-12-13,1980-12-13 00:00:00,6125.0,2
193,1980-12-13,1980-12-13 06:00:00,6125.0,2
194,1980-12-13,1980-12-13 12:00:00,6125.0,2
195,1980-12-17,1980-12-17 00:00:00,6156.0,2
196,1980-12-22,1980-12-22 00:00:00,6206.0,3
197,1980-12-23,1980-12-23 06:00:00,6214.0,3
198,1980-12-23,1980-12-23 12:00:00,6214.0,3
199,1980-12-23,1980-12-23 18:00:00,6214.0,3
200,1980-12-24,1980-12-24 00:00:00,6214.0,3
201,1980-12-24,1980-12-24 12:00:00,6227.0,3
202,1980-12-24,1980-12-24 18:00:00,6227.0,3
203,1980-12-27,1980-12-27 06:00:00,6219.0,3
204,1980-12-27,1980-12-27 12:00:00,6219.0,3
205,1980-12-28,1980-12-28 00:00:00,6219.0,3
206,1981-01-02,1981-01-02 12:00:00,6291.0,2
207,1981-01-02,1981-01-02 18:00:00,6291.0,2
208,1981-01-07,1981-01-07 18:00:00,6333.0,3
209,1981-01-08,1981-01-08 00:00:00,6333.0,3
210,1981-01-08,1981-01-08 06:00:00,6333.0,3
211,1981-01-12,1981-01-12 12:00:00,6344.0,2
212,1981-01-12,1981-01-12 18:00:00,6344.0,2
213,1981-01-13,1981-01-13 00:00:00,6344.0,1
214,1981-01-17,1981-01-17 18:00:00,6368.0,3
215,1981-01-23,1981-01-23 18:00:00,6455.0,3
216,1981-01-24,1981-01-24 00:00:00,6455.0,3
217,1981-01-24,1981-01-24 06:00:00,6455.0,3
218,1981-01-24,1981-01-24 12:00:00,6455.0,3
219,1981-01-25,1981-01-25 06:00:00,6467.0,2
220,1981-01-26,1981-01-26 06:00:00,6431.0,2
221,1981-01-26,1981-01-26 12:00:00,6431.0,2
222,1981-01-26,1981-01-26 18:00:00,6431.0,2
223,1981-01-27,1981-01-27 00:00:00,6431.0,2
224,1981-01-27,1981-01-27 06:00:00,6431.0,2
225,1981-01-27,1981-01-27 12:00:00,6431.0,2
226,1981-01-27,1981-01-27 18:00:00,6431.0,2
227,1981-01-28,1981-01-28 00:00:00,6431.0,1
228,1981-01-28,1981-01-28 06:00:00,6431.0,1
229,1981-02-01,1981-02-01 12:00:00,6529.0,2
230,1981-02-01,1981-02-01 12:00:00,6530.0,2
231,1981-02-01,1981-02-01 18:00:00,6529.0,2
232,1981-02-02,1981-02-02 00:00:00,6534.0,1
233,1981-02-02,1981-02-02 06:00:00,6534.0,1
234,1981-02-02,1981-02-02 12:00:00,6534.0,1
235,1981-02-02,1981-02-02 18:00:00,6534.0,1
236,1981-02-03,1981-02-03 00:00:00,6534.0,1
237,1981-02-03,1981-02-03 06:00:00,6534.0,1
238,1981-02-03,1981-02-03 12:00:00,6534.0,1
239,1981-02-04,1981-02-04 06:00:00,6554.0,3
240,1981-02-09,1981-02-09 12:00:00,6576.0,2
241,1981-02-09,1981-02-09 18:00:00,6576.0,2
242,1981-02-10,1981-02-10 00:00:00,6576.0,2
243,1981-02-10,1981-02-10 06:00:00,6576.0,2
244,1981-02-10,1981-02-10 12:00:00,6576.0,2
245,1981-02-10,1981-02-10 18:00:00,6607.0,2
246,1981-02-10,1981-02-10 18:00:00,6576.0,2
247,1981-02-11,1981-02-11 00:00:00,6607.0,2
248,1981-02-11,1981-02-11 00:00:00,6576.0,2
249,1981-02-11,1981-02-11 06:00:00,6576.0,2
250,1981-02-11,1981-02-11 12:00:00,6576.0,2
251,1981-02-12,1981-02-12 06:00:00,6618.0,1
252,1981-02-12,1981-02-12 12:00:00,6618.0,1
253,1981-02-12,1981-02-12 18:00:00,6618.0,1
254,1981-02-13,1981-02-13 06:00:00,6624.0,1
255,1981-02-13,1981-02-13 12:00:00,6624.0,1
256,1981-02-13,1981-02-13 18:00:00,6624.0,1
257,1981-02-20,1981-02-20 06:00:00,6612.0,3
258,1981-02-20,1981-02-20 12:00:00,6612.0,3
259,1981-02-22,1981-02-22 06:00:00,6704.0,1
260,1981-02-22,1981-02-22 12:00:00,6704.0,1
261,1981-02-24,1981-02-24 12:00:00,6718.0,2
262,1981-02-25,1981-02-25 00:00:00,6718.0,2
263,1981-02-25,1981-02-25 06:00:00,6718.0,2
264,1981-02-25,1981-02-25 12:00:00,6718.0,2
265,1981-02-25,1981-02-25 18:00:00,6718.0,2
266,1981-02-26,1981-02-26 00:00:00,6718.0,1
267,1981-02-26,1981-02-26 06:00:00,6718.0,1
268,1981-02-26,1981-02-26 12:00:00,6718.0,1
269,1981-03-01,1981-03-01 06:00:00,6752.0,2
270,1981-03-01,1981-03-01 12:00:00,6752.0,2
271,1981-03-01,1981-03-01 18:00:00,6752.0,2
272,1981-03-02,1981-03-02 00:00:00,6752.0,2
273,1981-03-02,1981-03-02 06:00:00,6752.0,2
274,1981-03-02,1981-03-02 06:00:00,6760.0,2
275,1981-03-02,1981-03-02 12:00:00,6760.0,2
276,1981-03-02,1981-03-02 18:00:00,6760.0,2
277,1981-03-03,1981-03-03 00:00:00,6760.0,2
278,1981-03-03,1981-03-03 06:00:00,6760.0,2
279,1981-03-03,1981-03-03 12:00:00,6760.0,2
280,1981-03-03,1981-03-03 18:00:00,6760.0,2
281,1981-03-04,1981-03-04 00:00:00,6760.0,1
282,1981-03-04,1981-03-04 06:00:00,6760.0,1
283,1981-03-04,1981-03-04 12:00:00,6760.0,1
284,1981-03-04,1981-03-04 18:00:00,6783.0,1
285,1981-03-05,1981-03-05 00:00:00,6783.0,1
286,1981-03-13,1981-03-13 00:00:00,6738.0,1
287,1981-03-13,1981-03-13 06:00:00,6738.0,1
288,1981-03-13,1981-03-13 12:00:00,6738.0,1
289,1981-03-13,1981-03-13 12:00:00,6843.0,1
290,1981-03-13,1981-03-13 18:00:00,6738.0,1
291,1981-03-13,1981-03-13 18:00:00,6843.0,1
292,1981-03-14,1981-03-14 00:00:00,6738.0,1
293,1981-03-14,1981-03-14 06:00:00,6738.0,1
294,1981-03-14,1981-03-14 12:00:00,6738.0,1
295,1981-03-14,1981-03-14 18:00:00,6843.0,1
296,1981-03-15,1981-03-15 00:00:00,6843.0,3
297,1981-03-15,1981-03-15 12:00:00,6843.0,3
298,1981-03-16,1981-03-16 18:00:00,6871.0,3
299,1981-03-16,1981-03-16 18:00:00,6874.0,3
300,1981-03-17,1981-03-17 00:00:00,6871.0,1
301,1981-03-18,1981-03-18 06:00:00,6887.0,1
302,1981-03-20,1981-03-20 12:00:00,6899.0,3
303,1981-03-20,1981-03-20 18:00:00,6899.0,3
304,1981-03-21,1981-03-21 00:00:00,6899.0,3
305,1981-03-22,1981-03-22 06:00:00,6919.0,3
306,1981-03-27,1981-03-27 06:00:00,6934.0,2
307,1981-03-27,1981-03-27 12:00:00,6934.0,2
308,1981-03-27,1981-03-27 18:00:00,6934.0,2
309,1981-03-28,1981-03-28 00:00:00,6934.0,1
310,1981-03-28,1981-03-28 12:00:00,6958.0,1
311,1981-03-29,1981-03-29 00:00:00,6962.0,1
312,1981-03-29,1981-03-29 12:00:00,6965.0,1
313,1981-03-29,1981-03-29 18:00:00,6965.0,1
314,1981-03-30,1981-03-30 00:00:00,6965.0,3
315,1981-03-30,1981-03-30 06:00:00,6965.0,3
316,1981-04-01,1981-04-01 12:00:00,6985.0,1
317,1981-04-01,1981-04-01 18:00:00,6985.0,1
318,1981-04-02,1981-04-02 06:00:00,6994.0,1
319,1981-04-05,1981-04-05 06:00:00,6997.0,3
320,1981-04-05,1981-04-05 12:00:00,6997.0,3
321,1981-04-09,1981-04-09 12:00:00,7051.0,2
322,1981-04-09,1981-04-09 18:00:00,7051.0,2
323,1981-04-10,1981-04-10 00:00:00,7051.0,2
324,1981-04-10,1981-04-10 06:00:00,7051.0,2
325,1981-04-10,1981-04-10 12:00:00,7051.0,2
326,1981-04-10,1981-04-10 18:00:00,7051.0,2
327,1981-04-11,1981-04-11 00:00:00,7051.0,2
328,1981-04-12,1981-04-12 00:00:00,7051.0,2
329,1981-04-12,1981-04-12 06:00:00,7051.0,2
330,1981-04-12,1981-04-12 12:00:00,7051.0,2
331,1981-04-12,1981-04-12 18:00:00,7051.0,2
332,1981-04-13,1981-04-13 00:00:00,7051.0,2
333,1981-04-13,1981-04-13 06:00:00,7051.0,2
334,1981-04-13,1981-04-13 12:00:00,7051.0,2
335,1981-04-13,1981-04-13 18:00:00,7051.0,2
336,1981-04-14,1981-04-14 00:00:00,7051.0,3
337,1981-04-14,1981-04-14 06:00:00,7051.0,3
338,1981-04-14,1981-04-14 12:00:00,7051.0,3
339,1981-04-17,1981-04-17 06:00:00,7114.0,2
340,1981-04-17,1981-04-17 12:00:00,7114.0,2
341,1981-04-18,1981-04-18 00:00:00,7114.0,3
342,1981-04-18,1981-04-18 06:00:00,7134.0,3
343,1981-04-19,1981-04-19 06:00:00,7140.0,3
344,1981-04-19,1981-04-19 12:00:00,7142.0,3
345,1981-04-19,1981-04-19 18:00:00,7142.0,3
346,1981-04-28,1981-04-28 00:00:00,7205.0,1
347,1981-04-28,1981-04-28 06:00:00,7205.0,1
348,1981-04-29,1981-04-29 06:00:00,7212.0,2
349,1981-04-29,1981-04-29 12:00:00,7212.0,2
350,1981-04-29,1981-04-29 18:00:00,7212.0,2
351,1981-04-30,1981-04-30 06:00:00,7223.0,2
352,1981-04-30,1981-04-30 12:00:00,7223.0,2
353,1981-04-30,1981-04-30 18:00:00,7223.0,2
354,1981-05-01,1981-05-01 00:00:00,7223.0,2
355,1981-05-01,1981-05-01 06:00:00,7223.0,2
356,1981-05-01,1981-05-01 06:00:00,7232.0,2
357,1981-05-01,1981-05-01 12:00:00,7223.0,2
358,1981-05-01,1981-05-01 18:00:00,7223.0,2
359,1981-05-02,1981-05-02 00:00:00,7223.0,2
360,1981-05-02,1981-05-02 12:00:00,7242.0,2
361,1981-05-03,1981-05-03 06:00:00,7247.0,3
362,1981-05-03,1981-05-03 12:00:00,7247.0,3
363,1981-05-04,1981-05-04 12:00:00,7258.0,3
364,1981-05-14,1981-05-14 00:00:00,7338.0,3
365,1981-05-17,1981-05-17 06:00:00,7338.0,3
366,1981-05-17,1981-05-17 18:00:00,7338.0,3
367,1981-05-18,1981-05-18 00:00:00,7338.0,3
368,1981-05-24,1981-05-24 00:00:00,7430.0,3
369,1981-05-24,1981-05-24 06:00:00,7436.0,3
370,1981-05-24,1981-05-24 06:00:00,7430.0,3
371,1981-05-25,1981-05-25 06:00:00,7445.0,3
372,1981-05-25,1981-05-25 12:00:00,7445.0,3
373,1981-05-26,1981-05-26 06:00:00,7445.0,3
374,1981-05-27,1981-05-27 12:00:00,7466.0,3
375,1981-05-28,1981-05-28 06:00:00,7472.0,3
376,1981-05-28,1981-05-28 12:00:00,7472.0,3
377,1981-05-28,1981-05-28 18:00:00,7472.0,3
378,1981-05-29,1981-05-29 06:00:00,7472.0,3
379,1981-05-30,1981-05-30 06:00:00,7487.0,3
380,1981-05-30,1981-05-30 12:00:00,7488.0,3
381,1981-12-07,1981-12-07 12:00:00,9198.0,3
382,1981-12-07,1981-12-07 18:00:00,9198.0,3
383,1981-12-08,1981-12-08 00:00:00,9198.0,3
384,1981-12-08,1981-12-08 06:00:00,9198.0,3
385,1981-12-08,1981-12-08 12:00:00,9198.0,3
386,1981-12-08,1981-12-08 18:00:00,9198.0,3
387,1981-12-09,1981-12-09 18:00:00,9218.0,3
388,1981-12-10,1981-12-10 18:00:00,9226.0,3
389,1981-12-11,1981-12-11 00:00:00,9226.0,3
390,1981-12-11,1981-12-11 06:00:00,9226.0,3
391,1981-12-11,1981-12-11 12:00:00,9226.0,3
392,1981-12-11,1981-12-11 18:00:00,9226.0,3
393,1981-12-12,1981-12-12 00:00:00,9226.0,3
394,1981-12-19,1981-12-19 12:00:00,9289.0,3
395,1981-12-20,1981-12-20 00:00:00,9296.0,3
396,1981-12-20,1981-12-20 06:00:00,9296.0,3
397,1981-12-26,1981-12-26 12:00:00,9350.0,1
398,1982-01-04,1982-01-04 00:00:00,9412.0,3
399,1982-01-04,1982-01-04 06:00:00,9412.0,3
400,1982-01-04,1982-01-04 12:00:00,9412.0,3
401,1982-01-17,1982-01-17 12:00:00,9515.0,1
402,1982-01-17,1982-01-17 18:00:00,9515.0,1
403,1982-01-18,1982-01-18 00:00:00,9515.0,1
404,1982-01-18,1982-01-18 06:00:00,9515.0,1
405,1982-01-25,1982-01-25 00:00:00,9585.0,3
406,1982-01-25,1982-01-25 06:00:00,9585.0,3
407,1982-01-25,1982-01-25 18:00:00,9587.0,3
408,1982-01-26,1982-01-26 06:00:00,9594.0,3
409,1982-01-29,1982-01-29 00:00:00,9605.0,1
410,1982-01-29,1982-01-29 06:00:00,9605.0,1
411,1982-01-29,1982-01-29 12:00:00,9605.0,1
412,1982-01-29,1982-01-29 18:00:00,9605.0,1
413,1982-01-30,1982-01-30 00:00:00,9605.0,3
414,1982-02-01,1982-02-01 12:00:00,9621.0,2
415,1982-02-01,1982-02-01 18:00:00,9621.0,2
416,1982-02-02,1982-02-02 00:00:00,9621.0,1
417,1982-02-02,1982-02-02 06:00:00,9621.0,1
418,1982-02-05,1982-02-05 18:00:00,9656.0,2
419,1982-02-06,1982-02-06 06:00:00,9656.0,2
420,1982-02-06,1982-02-06 12:00:00,9656.0,2
421,1982-02-08,1982-02-08 06:00:00,9680.0,2
422,1982-02-08,1982-02-08 12:00:00,9680.0,2
423,1982-02-08,1982-02-08 18:00:00,9680.0,2
424,1982-02-09,1982-02-09 00:00:00,9680.0,1
425,1982-02-09,1982-02-09 06:00:00,9680.0,1
426,1982-02-09,1982-02-09 12:00:00,9680.0,1
427,1982-02-09,1982-02-09 18:00:00,9680.0,1
428,1982-02-10,1982-02-10 00:00:00,9680.0,1
429,1982-02-10,1982-02-10 06:00:00,9680.0,1
430,1982-02-14,1982-02-14 12:00:00,9719.0,1
431,1982-02-14,1982-02-14 18:00:00,9719.0,1
432,1982-02-15,1982-02-15 00:00:00,9719.0,1
433,1982-02-16,1982-02-16 18:00:00,9758.0,1
434,1982-02-17,1982-02-17 06:00:00,9758.0,1
435,1982-02-17,1982-02-17 12:00:00,9758.0,1
436,1982-02-17,1982-02-17 18:00:00,9758.0,1
437,1982-02-18,1982-02-18 00:00:00,9758.0,3
438,1982-02-18,1982-02-18 06:00:00,9758.0,3
439,1982-02-18,1982-02-18 12:00:00,9758.0,3
440,1982-02-18,1982-02-18 18:00:00,9758.0,3
441,1982-02-19,1982-02-19 00:00:00,9758.0,3
442,1982-02-19,1982-02-19 06:00:00,9758.0,3
443,1982-02-22,1982-02-22 06:00:00,9804.0,1
444,1982-02-23,1982-02-23 18:00:00,9810.0,2
445,1982-02-25,1982-02-25 12:00:00,9810.0,1
446,1982-02-25,1982-02-25 18:00:00,9810.0,1
447,1982-02-27,1982-02-27 00:00:00,9810.0,1
448,1982-03-01,1982-03-01 18:00:00,9855.0,3
449,1982-03-02,1982-03-02 00:00:00,9855.0,2
450,1982-03-03,1982-03-03 00:00:00,9848.0,2
451,1982-03-03,1982-03-03 06:00:00,9848.0,2
452,1982-03-03,1982-03-03 06:00:00,9871.0,2
453,1982-03-03,1982-03-03 12:00:00,9871.0,2
454,1982-03-03,1982-03-03 12:00:00,9848.0,2
455,1982-03-03,1982-03-03 18:00:00,9848.0,2
456,1982-03-05,1982-03-05 18:00:00,9871.0,3
457,1982-03-06,1982-03-06 06:00:00,9893.0,3
458,1982-03-06,1982-03-06 12:00:00,9892.0,3
459,1982-03-06,1982-03-06 18:00:00,9892.0,3
460,1982-03-07,1982-03-07 00:00:00,9892.0,1
461,1982-03-07,1982-03-07 06:00:00,9892.0,1
462,1982-03-07,1982-03-07 18:00:00,9900.0,1
463,1982-03-13,1982-03-13 12:00:00,9941.0,2
464,1982-03-13,1982-03-13 18:00:00,9941.0,2
465,1982-03-14,1982-03-14 06:00:00,9952.0,2
466,1982-03-15,1982-03-15 06:00:00,9961.0,1
467,1982-03-17,1982-03-17 18:00:00,9982.0,3
468,1982-03-19,1982-03-19 06:00:00,9994.0,2
469,1982-03-19,1982-03-19 12:00:00,9994.0,2
470,1982-03-19,1982-03-19 18:00:00,9994.0,2
471,1982-03-20,1982-03-20 00:00:00,9994.0,1
472,1982-03-20,1982-03-20 06:00:00,9994.0,1
473,1982-03-20,1982-03-20 12:00:00,9994.0,1
474,1982-03-20,1982-03-20 12:00:00,10016.0,1
475,1982-03-20,1982-03-20 18:00:00,9994.0,1
476,1982-03-21,1982-03-21 00:00:00,9994.0,1
477,1982-03-21,1982-03-21 06:00:00,9994.0,1
478,1982-03-21,1982-03-21 12:00:00,9994.0,1
479,1982-03-21,1982-03-21 18:00:00,9994.0,1
480,1982-03-24,1982-03-24 00:00:00,10041.0,3
481,1982-03-26,1982-03-26 06:00:00,10057.0,2
